Index,model,dataset,image,image_path,img_url,true_artist,true_genre,true_style,true_school,true_technique,true_technique_macro,true_historical_period,true_wol_linear_vs_painterly,true_wol_plane_vs_recession,true_wol_closed_vs_open_form,true_wol_multiplicity_vs_unity,true_wol_absolute_vs_relative_clarity,pred_artist_1,pred_artist_2,pred_artist_3,pred_genre,pred_style,pred_technique,pred_school,pred_historical_period,pred_wol_linear_vs_painterly,pred_wol_plane_vs_recession,pred_wol_closed_vs_open_form,pred_wol_multiplicity_vs_unity,pred_wol_absolute_vs_relative_clarity,pred_short_description
2645,claude,waga,650,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4047_isolation-peak-rocky-mountains-1930.jpg,,,,,,,,2.0,2.4,3.6,2.8,4.4,Lawren Harris,Franklin Carmichael,A. Y. Jackson,landscape,Modernism,oil,american,1851-1900,3,4,2,4,3,"A stylized mountain landscape with geometric, undulating forms in the foreground. The composition features a prominent peak illuminated against a dark blue sky, with layered striations suggesting rolling terrain. The simplified, abstracted forms and cool color palette create a sense of monumental stillness and spiritual elevation."
2646,claude,waga,651,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/405_allegorical-representation-of-two-horses-and-a-monkey-1490.jpg!Blog.jpg,,,,,,,,4.6,1.8,2.2,3.2,3.2,Hieronymus Bosch,Jan van Eyck,Rogier van der Weyden,religious,Renaissance,oil,flemish,1451-1500,2,4,2,2,2,"Two animals—a white goat and brown cow—stand beneath a Gothic archway, viewed from behind. A distant landscape with winding path and trees is visible through the opening. The composition suggests symbolic or allegorical meaning, characteristic of Northern Renaissance religious art."
2647,claude,waga,652,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4077_audience-granted-by-the-doge-1770.jpg!Blog.jpg,,,,,,,,4.4,1.0,4.0,3.8,5.0,Canaletto,Francesco Guardi,Bernardo Bellotto,interior,Baroque,oil,italian,1701-1750,2,4,4,3,2,"A grand Venetian palazzo interior filled with numerous figures in 18th-century dress. The ornate coffered ceiling features elaborate gilded decorations. Large windows on the left admit natural light. The composition demonstrates atmospheric perspective with figures receding into depth, characteristic of veduta painting tradition."
2648,claude,waga,653,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/409_she-leaves-him-penniless-1799.jpg!Blog.jpg,,,,,,,,3.8,2.8,2.6,3.0,4.2,Francisco Goya,Bartolomé Bermejo,Diego Velázquez,genre,Romanticism,drawing,spanish,1751-1800,4,4,4,3,4,"A black and white etching depicting three elegantly dressed figures in an interior setting. The composition shows dramatic lighting and shadow effects characteristic of late 18th-century Spanish art. The title 'L. desmayal' suggests a scene of fainting or distress, rendered with expressive gestural lines and atmospheric depth."
2649,claude,waga,654,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/40_mares-and-foals-in-a-river-landscape-1768.jpg!Blog.jpg,,,,,,,,2.6,3.0,3.6,2.0,4.2,George Stubbs,John Frederick Herring Sr.,Sir Alfred Munnings,portrait,Realism,oil,english,1751-1800,2,4,3,4,2,"A landscape composition featuring four horses of varying colors—dark brown, chestnut, and white—gathered beneath a large tree. The horses are rendered with anatomical precision in a pastoral setting with distant water and atmospheric sky, exemplifying 18th-century equestrian portraiture."
2650,claude,waga,655,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4100_san-giorgio-maggiore-1780.jpg!Blog.jpg,,,,,,,,4.2,2.6,4.4,4.4,4.4,Canaletto,Francesco Guardi,Bernardo Bellotto,landscape,Romanticism,drawing,italian,1701-1750,2,4,4,3,2,"A pen sketch depicting a Venetian waterfront scene with architectural structures, including a domed building and church spires. A sailboat appears on the left. The composition shows characteristic 18th-century Venetian topographical drawing with atmospheric perspective and loose, gestural linework."
2651,claude,waga,656,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4102_the-basin-of-saint-mark-s-square-with-san-giorgio-and-the-giudecca-c-1774-oil-on-canvas-1774.jpg!Blog.jpg,,,,,,,,3.6,4.8,4.0,4.4,5.0,Canaletto,Francesco Guardi,Bernardo Bellotto,landscape,Romanticism,oil,italian,1701-1750,4,5,4,3,4,A Venetian lagoon scene depicting gondolas and sailing vessels on water at dusk or dawn. Architectural landmarks including churches and towers line the distant shore beneath dramatic clouded skies. The composition emphasizes atmospheric perspective and romantic lighting effects characteristic of 18th-century vedute painting.
2652,claude,waga,657,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4118_pink-bunch-1940.jpg!Blog.jpg,,,,,,,,3.8,4.2,2.8,3.8,3.8,Raoul Dufy,Henri Matisse,André Derain,still-life,Modernism,watercolour,french,1851-1900,4,3,4,3,4,"A vibrant floral still-life composition featuring multiple roses and flowers in varying colors—red, pink, orange, yellow, and purple—arranged with green stems and leaves against a light, loosely rendered background with gestural brushwork."
2653,claude,waga,658,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/411_breaking-hue-1954.jpg,,,,,,,,4.0,3.2,4.4,4.8,3.0,Helen Frankenthaler,Morris Louis,Jules Olitski,other,Abstract (large family),watercolour,american,1851-1900,5,2,5,4,5,"Abstract composition featuring vertical and diagonal washes of red, pink, purple, and orange hues. The work demonstrates color field painting techniques with translucent, flowing pigments creating atmospheric depth. Soft edges and overlapping color planes suggest movement and emotional expression through chromatic relationships."
2654,claude,waga,659,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4132_normandy-beach-1859.jpg!Blog.jpg,,,,,,,,3.6,2.6,3.6,4.2,4.6,Gustave Courbet,Claude Monet,Eugène Boudin,landscape,Realism,oil,french,1851-1900,4,5,4,3,4,"A coastal seascape featuring dramatic white chalk cliffs with moored sailing boats in shallow waters. Figures gather on the beach below towering rock formations. The composition demonstrates atmospheric perspective with soft, luminous sky and calm sea rendered in naturalistic detail characteristic of 19th-century French coastal painting."
2655,claude,waga,660,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/413_the-adoration-of-the-infant-jesus-1465.jpg!Blog.jpg,,,,,,,,3.6,3.4,3.8,2.2,4.2,Filippo Lippi,Sandro Botticelli,Leonardo da Vinci,religious,Renaissance,tempera,italian,1451-1500,2,4,2,3,2,"The Nativity scene depicts Mary kneeling in adoration before the Christ Child lying on the ground. Angels hover above in a celestial vision. Saint Joseph and other figures observe from the right. The composition combines intimate foreground devotion with an expansive architectural and landscape background, characteristic of Early Renaissance religious art."
2656,claude,waga,661,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4140_view-of-the-island-of-san-giorgio-maggiore-1775.jpg!Blog.jpg,,,,,,,,4.4,3.8,3.4,4.8,5.0,Canaletto,Francesco Guardi,Bernardo Bellotto,landscape,Romanticism,oil,italian,1701-1750,3,4,4,3,2,"A Venetian lagoon scene depicting a basilica and fortifications along the waterfront. Multiple gondolas and sailing vessels populate the water. Atmospheric perspective creates depth through soft, hazy treatment of distant elements. The composition balances architectural landmarks with maritime activity under a luminous sky."
2657,claude,waga,662,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4150_the-pont-des-arts-and-the-institut-de-france-1867.jpg!Blog.jpg,,,,,,,,2.8,3.2,4.2,3.4,4.4,Pierre-Auguste Renoir,Claude Monet,Frédéric Bazille,landscape,Impressionism,oil,french,1851-1900,4,4,4,3,4,"A riverside scene depicting boats, figures, and architecture along a waterfront. The composition features a cathedral dome in the background, with bustling activity on the sandy shore. Soft atmospheric effects and loose brushwork characterize the luminous sky and water reflections."
2658,claude,waga,663,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4151_sheet-b-from-the-album-ukrainian-alphabet-1919.jpg!Blog.jpg,,,,,,,,1.6,2.2,2.8,2.4,3.0,George Barbier,Georges Lepape,André Marty,genre,Art Nouveau / Deco,drawing,french,1851-1900,1,2,1,4,1,"An Art Deco illustration depicting a classical architectural interior with nude figures in a bathing scene. The composition features geometric patterning, stylized human forms, and ornamental building elements rendered in a linear, decorative manner characteristic of early 20th-century fashion illustration."
2659,claude,waga,664,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4169_portrait-of-tsar-peter-i-the-great-1672-1725-1772.jpg!Blog.jpg,,,,,,,,4.8,2.8,2.8,4.0,1.2,Francisco Goya,Anton Raphael Mengs,Vicente López,portrait,Realism,oil,spanish,1751-1800,4,3,2,4,3,"Portrait of a man with long dark hair wearing an ornate embroidered coat and white cravat. The figure is depicted against a warm, muted background with subtle modeling of light and shadow. The painting demonstrates 18th-century Spanish portraiture conventions with psychological presence and refined execution."
2660,claude,waga,665,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/416_a-nude-lying-on-her-back-1927.jpg!Blog.jpg,,,,,,,,3.6,2.6,3.2,1.8,2.4,Henri Matisse,Pablo Picasso,André Derain,interior,Modernism,oil,french,1901-1950,4,2,3,4,4,"A reclining figure in patterned clothing lies on a decorative bed against vibrant red patterned wallpaper. A golden lamp and blue porcelain vessels occupy the composition. The work features bold colors, flattened perspective, and ornamental patterns characteristic of early 20th-century modernism."
2661,claude,waga,666,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4172_aurora-borealis-1865.jpg!Blog.jpg,,,,,,,,4.6,5.0,4.2,4.4,4.8,Frederic Edwin Church,Albert Bierstadt,Thomas Cole,landscape,Romanticism,oil,american,1851-1900,4,5,5,4,4,"A dramatic volcanic landscape with a smoking mountain dominating the composition. A small sailing vessel appears in the foreground waters. Luminous atmospheric effects with green and orange hues create an otherworldly, sublime scene characteristic of 19th-century Romantic landscape painting."
2662,claude,waga,667,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4178_forgotten-village-1874.jpg!Blog.jpg,,,,,,,,4.2,2.2,4.2,4.6,4.6,John Constable,Thomas Cole,Caspar David Friedrich,landscape,Romanticism,oil,english,1801-1850,4,4,4,4,4,"A vast rural landscape with a distant horizon beneath a cloudy sky. The composition features rolling fields in warm earth tones with scattered trees and vegetation. The atmospheric perspective creates depth, with muted colors suggesting distance and mood characteristic of Romantic landscape painting."
2663,claude,waga,668,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/417_squealers-1799.jpg!Blog.jpg,,,,,,,,4.0,4.8,3.4,3.2,3.6,Francisco Goya,Bartolomé Bermejo,Diego Velázquez,mythological,Romanticism,drawing,spanish,1751-1800,4,4,4,3,4,"A dramatic black and white etching depicting a winged demonic or supernatural figure attacking a prone human figure. The composition shows dynamic movement with strong contrasts between light and shadow, characteristic of Spanish Romantic printmaking. The title 'Soplos' suggests supernatural or spectral themes."
2664,claude,waga,669,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4180_landscape-1874.jpg!Blog.jpg,,,,,,,,3.2,3.6,4.0,3.4,4.2,Frits Thaulow,Théodore Rousseau,Jean-Baptiste-Camille Corot,landscape,Naturalism / Luminism / Tonalism,oil,norwegian,1851-1900,4,4,4,4,4,"A serene landscape featuring tall cypress trees reflected in still water, with a large tree on the left and distant hills. The composition emphasizes atmospheric perspective with soft, luminous sky and muted earth tones, characteristic of 19th-century landscape painting."
2665,claude,waga,670,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/418_marine-1945.jpg!Blog.jpg,,,,,,,,4.2,3.2,4.2,3.6,3.8,Max Beckmann,Otto Dix,George Grosz,landscape,Expressionism,oil,german,1851-1900,4,4,4,3,4,"A dramatic seascape depicting a shipwreck amid turbulent waves and rocky outcrops. The composition features a tilted wooden vessel surrounded by churning water, with large boulders framing the scene. The turquoise sky contrasts with the dynamic, expressionistic treatment of the sea and landscape elements."
2666,claude,waga,671,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/418_st-bernardino-of-siena-preaching-to-alfonso-v-of-aragon-1783.jpg!Blog.jpg,,,,,,,,4.4,3.4,3.0,4.4,4.4,Francisco Goya,Bartolomé Bermejo,Juan de Valdés Leal,religious,Baroque,oil,spanish,1751-1800,4,4,4,3,4,"A religious scene depicting a saint or holy figure in dark robes with arms outstretched, addressing a gathered crowd below. Dramatic lighting illuminates the central figure against a golden sky. The composition shows multiple figures in period dress arranged in a devotional gathering, characteristic of Spanish Baroque religious art."
2667,claude,waga,672,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/418_untitled-1982.jpg,,,,,,,,2.6,2.4,4.6,2.8,4.4,Helen Frankenthaler,Mark Rothko,Clyfford Still,other,Abstract (large family),oil,american,1851-1900,5,2,4,4,4,"Abstract composition featuring vertical and horizontal color fields in warm tones—ochre, rust, and cream. A small dark red rectangle appears within the larger orange form. Soft edges and subtle color transitions create atmospheric depth. Minimalist arrangement emphasizing color relationships and spatial ambiguity."
2668,claude,waga,673,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4194_a-girl-reading-a-letter-by-candlelight-with-a-young-man-peering-over-her-shoulder-1762.jpg!Blog.jpg,,,,,,,,3.4,1.6,2.2,4.2,2.0,Francisco Goya,Rembrandt van Rijn,Diego Velázquez,portrait,Romanticism,oil,spanish,1801-1850,4,4,3,4,4,"Two figures emerge from darkness, illuminated by candlelight. An adult and child are positioned intimately, with the child holding an open book. The dramatic chiaroscuro lighting, warm golden tones, and psychological intensity suggest a moment of education or revelation within a shadowy interior setting."
2669,claude,waga,674,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4196_roman-landscape-1852.jpg!Blog.jpg,,,,,,,,4.6,3.0,4.0,4.8,4.0,John Constable,Caspar David Friedrich,Thomas Cole,landscape,Romanticism,oil,english,1801-1850,4,5,4,4,4,"A dramatic landscape featuring towering trees framing a dark forest interior with a stream or water feature. Stormy clouds dominate the sky with breaks of light. The composition emphasizes atmospheric depth, romantic mood, and the sublime power of nature through chiaroscuro and layered spatial recession."
2670,claude,waga,675,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/419_central-panel-of-the-triptych-of-st-john-the-baptist-and-st-john-the-evangelist-1479.jpg!Blog.jpg,,,,,,,,3.2,2.2,2.4,2.0,4.0,Hans Memling,Rogier van der Weyden,Dieric Bouts,religious,Renaissance,oil,flemish,1451-1500,2,3,2,3,2,"A religious scene depicting the Virgin Mary with Christ Child surrounded by saints and attendants in an architectural setting with classical columns. The composition features rich gold brocade fabrics, careful spatial arrangement, and characteristic Northern Renaissance detail and luminosity."
